Utterance,Expected,Predicted,Syntax_OK,Region_OK,Full_OK
conflict_car3 must hold true until road_car2 occurs,(Until conflict_car3 road_car2),(Until conflict_car3 road_car2),1,1,1
Remain in conflict_car3 and stop only when road_car2 happens,(Until conflict_car3 road_car2),(Until conflict_car3 road_car2),1,1,1
Visit conflict_car3 or road_car2,(Or conflict_car3 road_car2),(Or conflict_car3 road_car2),1,1,1
Either conflict_car3 or road_car2 must be reached,(Or conflict_car3 road_car2),(Or conflict_car3 road_car2),1,1,1
At least one of conflict_car3 or road_car2 must occur,(Or conflict_car3 road_car2),(Or conflict_car3 road_car2),1,1,1
Visit conflict_car3 and road_car2,(And conflict_car3 road_car2),(And conflict_car3 road_car2),1,1,1
Both conflict_car3 and road_car2 must be reached,(And conflict_car3 road_car2),(And conflict_car3 road_car2),1,1,1
You must eventually visit both conflict_car3 and road_car2,(And conflict_car3 road_car2),ERROR,1,0,0
"Stay in conflict_car3 unless road_car2 happens, otherwise remain in conflict_car3 forever",(WeakUntil conflict_car3 road_car2),(WeakUntil conflict_car3 road_car2),1,1,1
"conflict_car3 must hold until road_car2, or forever if road_car2 never occurs",(WeakUntil conflict_car3 road_car2),(WeakUntil conflict_car3 road_car2),1,1,1
"Continue in conflict_car3 until road_car2 happens, or stay in conflict_car3 always if road_car2 never does",(WeakUntil conflict_car3 road_car2),(WeakUntil conflict_car3 road_car2),1,1,1
Visit conflict_car3 before related_conflict_car2,(Precedence conflict_car3 related_conflict_car2),(Precedence conflict_car3 related_conflict_car2),1,1,1
related_conflict_car2 can only occur after conflict_car3,(Precedence conflict_car3 related_conflict_car2),(Precedence conflict_car3 related_conflict_car2),1,1,1
"You must reach conflict_car3 first, then related_conflict_car2",(Precedence conflict_car3 related_conflict_car2),(Precedence conflict_car3 related_conflict_car2),1,1,1
related_conflict_car2 only after conflict_car3,(Response conflict_car3 related_conflict_car2),(Precedence conflict_car3 related_conflict_car2),1,1,0
"After visiting conflict_car3, eventually reach related_conflict_car2",(Response conflict_car3 related_conflict_car2),(Response conflict_car3 related_conflict_car2),1,1,1
"If conflict_car3 happens, related_conflict_car2 must follow",(Response conflict_car3 related_conflict_car2),(Response conflict_car3 related_conflict_car2),1,1,1
"If you visit conflict_car3, then you must also reach related_conflict_car2",(RespondedExistence conflict_car3 related_conflict_car2),(RespondedExistence conflict_car3 related_conflict_car2),1,1,1
Visiting conflict_car3 implies eventually visiting related_conflict_car2,(RespondedExistence conflict_car3 related_conflict_car2),(Response conflict_car3 related_conflict_car2),1,1,0
"Whenever conflict_car3 happens, related_conflict_car2 must also occur",(RespondedExistence conflict_car3 related_conflict_car2),(RespondedExistence conflict_car3 related_conflict_car2),1,1,1
Stay in conflict_car3 until reaching related_conflict_car2,(Until conflict_car3 related_conflict_car2),(Until conflict_car3 related_conflict_car2),1,1,1
conflict_car3 must hold true until related_conflict_car2 occurs,(Until conflict_car3 related_conflict_car2),(Until conflict_car3 related_conflict_car2),1,1,1
Remain in conflict_car3 and stop only when related_conflict_car2 happens,(Until conflict_car3 related_conflict_car2),(Until conflict_car3 related_conflict_car2),1,1,1
Visit conflict_car3 or related_conflict_car2,(Or conflict_car3 related_conflict_car2),(Or conflict_car3 related_conflict_car2),1,1,1
Either conflict_car3 or related_conflict_car2 must be reached,(Or conflict_car3 related_conflict_car2),(Or conflict_car3 related_conflict_car2),1,1,1
At least one of conflict_car3 or related_conflict_car2 must occur,(Or conflict_car3 related_conflict_car2),(Or conflict_car3 related_conflict_car2),1,1,1
Visit conflict_car3 and related_conflict_car2,(And conflict_car3 related_conflict_car2),(And conflict_car3 related_conflict_car2),1,1,1
Both conflict_car3 and related_conflict_car2 must be reached,(And conflict_car3 related_conflict_car2),(And conflict_car3 related_conflict_car2),1,1,1
You must eventually visit both conflict_car3 and related_conflict_car2,(And conflict_car3 related_conflict_car2),ERROR,1,0,0
"Stay in conflict_car3 unless related_conflict_car2 happens, otherwise remain in conflict_car3 forever",(WeakUntil conflict_car3 related_conflict_car2),(WeakUntil conflict_car3 related_conflict_car2),1,1,1
"conflict_car3 must hold until related_conflict_car2, or forever if related_conflict_car2 never occurs",(WeakUntil conflict_car3 related_conflict_car2),(WeakUntil conflict_car3 related_conflict_car2),1,1,1
"Continue in conflict_car3 until related_conflict_car2 happens, or stay in conflict_car3 always if related_conflict_car2 never does",(WeakUntil conflict_car3 related_conflict_car2),(WeakUntil conflict_car3 related_conflict_car2),1,1,1
Visit conflict_car3 before road_car3,(Precedence conflict_car3 road_car3),(Precedence conflict_car3 road_car3),1,1,1
road_car3 can only occur after conflict_car3,(Precedence conflict_car3 road_car3),(Precedence conflict_car3 road_car3),1,1,1
"You must reach conflict_car3 first, then road_car3",(Precedence conflict_car3 road_car3),(Precedence conflict_car3 road_car3),1,1,1
road_car3 only after conflict_car3,(Response conflict_car3 road_car3),(Precedence conflict_car3 road_car3),1,1,0
"After visiting conflict_car3, eventually reach road_car3",(Response conflict_car3 road_car3),(Response conflict_car3 road_car3),1,1,1
"If conflict_car3 happens, road_car3 must follow",(Response conflict_car3 road_car3),(Response conflict_car3 road_car3),1,1,1
"If you visit conflict_car3, then you must also reach road_car3",(RespondedExistence conflict_car3 road_car3),(RespondedExistence conflict_car3 road_car3),1,1,1
Visiting conflict_car3 implies eventually visiting road_car3,(RespondedExistence conflict_car3 road_car3),(Response conflict_car3 road_car3),1,1,0
"Whenever conflict_car3 happens, road_car3 must also occur",(RespondedExistence conflict_car3 road_car3),(RespondedExistence conflict_car3 road_car3),1,1,1
Stay in conflict_car3 until reaching road_car3,(Until conflict_car3 road_car3),(Until conflict_car3 road_car3),1,1,1
conflict_car3 must hold true until road_car3 occurs,(Until conflict_car3 road_car3),(Until conflict_car3 road_car3),1,1,1
Remain in conflict_car3 and stop only when road_car3 happens,(Until conflict_car3 road_car3),(Until conflict_car3 road_car3),1,1,1
Visit conflict_car3 or road_car3,(Or conflict_car3 road_car3),(Or conflict_car3 road_car3),1,1,1
Either conflict_car3 or road_car3 must be reached,(Or conflict_car3 road_car3),(Or conflict_car3 road_car3),1,1,1
At least one of conflict_car3 or road_car3 must occur,(Or conflict_car3 road_car3),(Or conflict_car3 road_car3),1,1,1
Visit conflict_car3 and road_car3,(And conflict_car3 road_car3),(And conflict_car3 road_car3),1,1,1
Both conflict_car3 and road_car3 must be reached,(And conflict_car3 road_car3),(And conflict_car3 road_car3),1,1,1
You must eventually visit both conflict_car3 and road_car3,(And conflict_car3 road_car3),ERROR,1,0,0
"Stay in conflict_car3 unless road_car3 happens, otherwise remain in conflict_car3 forever",(WeakUntil conflict_car3 road_car3),(WeakUntil conflict_car3 road_car3),1,1,1
"conflict_car3 must hold until road_car3, or forever if road_car3 never occurs",(WeakUntil conflict_car3 road_car3),(WeakUntil conflict_car3 road_car3),1,1,1
"Continue in conflict_car3 until road_car3 happens, or stay in conflict_car3 always if road_car3 never does",(WeakUntil conflict_car3 road_car3),(WeakUntil conflict_car3 road_car3),1,1,1
Visit conflict_car3 before related_conflict_car3,(Precedence conflict_car3 related_conflict_car3),(Precedence conflict_car3 related_conflict_car3),1,1,1
related_conflict_car3 can only occur after conflict_car3,(Precedence conflict_car3 related_conflict_car3),(Precedence conflict_car3 related_conflict_car3),1,1,1
"You must reach conflict_car3 first, then related_conflict_car3",(Precedence conflict_car3 related_conflict_car3),(Precedence conflict_car3 related_conflict_car3),1,1,1
related_conflict_car3 only after conflict_car3,(Response conflict_car3 related_conflict_car3),(Precedence conflict_car3 related_conflict_car3),1,1,0
"After visiting conflict_car3, eventually reach related_conflict_car3",(Response conflict_car3 related_conflict_car3),(Response conflict_car3 related_conflict_car3),1,1,1
"If conflict_car3 happens, related_conflict_car3 must follow",(Response conflict_car3 related_conflict_car3),(Response conflict_car3 related_conflict_car3),1,1,1
"If you visit conflict_car3, then you must also reach related_conflict_car3",(RespondedExistence conflict_car3 related_conflict_car3),(RespondedExistence conflict_car3 related_conflict_car3),1,1,1
Visiting conflict_car3 implies eventually visiting related_conflict_car3,(RespondedExistence conflict_car3 related_conflict_car3),(Response conflict_car3 related_conflict_car3),1,1,0
"Whenever conflict_car3 happens, related_conflict_car3 must also occur",(RespondedExistence conflict_car3 related_conflict_car3),(RespondedExistence conflict_car3 related_conflict_car3),1,1,1
Stay in conflict_car3 until reaching related_conflict_car3,(Until conflict_car3 related_conflict_car3),(Until conflict_car3 related_conflict_car3),1,1,1
conflict_car3 must hold true until related_conflict_car3 occurs,(Until conflict_car3 related_conflict_car3),(Until conflict_car3 related_conflict_car3),1,1,1
Remain in conflict_car3 and stop only when related_conflict_car3 happens,(Until conflict_car3 related_conflict_car3),(Until conflict_car3 related_conflict_car3),1,1,1
Visit conflict_car3 or related_conflict_car3,(Or conflict_car3 related_conflict_car3),(Or conflict_car3 related_conflict_car3),1,1,1
Either conflict_car3 or related_conflict_car3 must be reached,(Or conflict_car3 related_conflict_car3),(Or conflict_car3 related_conflict_car3),1,1,1
At least one of conflict_car3 or related_conflict_car3 must occur,(Or conflict_car3 related_conflict_car3),(Or conflict_car3 related_conflict_car3),1,1,1
Visit conflict_car3 and related_conflict_car3,(And conflict_car3 related_conflict_car3),(And conflict_car3 related_conflict_car3),1,1,1
Both conflict_car3 and related_conflict_car3 must be reached,(And conflict_car3 related_conflict_car3),(And conflict_car3 related_conflict_car3),1,1,1
You must eventually visit both conflict_car3 and related_conflict_car3,(And conflict_car3 related_conflict_car3),ERROR,1,0,0
"Stay in conflict_car3 unless related_conflict_car3 happens, otherwise remain in conflict_car3 forever",(WeakUntil conflict_car3 related_conflict_car3),(WeakUntil conflict_car3 related_conflict_car3),1,1,1
"conflict_car3 must hold until related_conflict_car3, or forever if related_conflict_car3 never occurs",(WeakUntil conflict_car3 related_conflict_car3),(WeakUntil conflict_car3 related_conflict_car3),1,1,1
"Continue in conflict_car3 until related_conflict_car3 happens, or stay in conflict_car3 always if related_conflict_car3 never does",(WeakUntil conflict_car3 related_conflict_car3),(WeakUntil conflict_car3 related_conflict_car3),1,1,1
Visit conflict_car3 before conflict_car4,(Precedence conflict_car3 conflict_car4),(Precedence conflict_car3 conflict_car4),1,1,1
conflict_car4 can only occur after conflict_car3,(Precedence conflict_car3 conflict_car4),(Precedence conflict_car3 conflict_car4),1,1,1
"You must reach conflict_car3 first, then conflict_car4",(Precedence conflict_car3 conflict_car4),(Precedence conflict_car3 conflict_car4),1,1,1
conflict_car4 only after conflict_car3,(Response conflict_car3 conflict_car4),(Precedence conflict_car3 conflict_car4),1,1,0
"After visiting conflict_car3, eventually reach conflict_car4",(Response conflict_car3 conflict_car4),(Response conflict_car3 conflict_car4),1,1,1
"If conflict_car3 happens, conflict_car4 must follow",(Response conflict_car3 conflict_car4),(Response conflict_car3 conflict_car4),1,1,1
"If you visit conflict_car3, then you must also reach conflict_car4",(RespondedExistence conflict_car3 conflict_car4),(RespondedExistence conflict_car3 conflict_car4),1,1,1
Visiting conflict_car3 implies eventually visiting conflict_car4,(RespondedExistence conflict_car3 conflict_car4),(Response conflict_car3 conflict_car4),1,1,0
"Whenever conflict_car3 happens, conflict_car4 must also occur",(RespondedExistence conflict_car3 conflict_car4),(RespondedExistence conflict_car3 conflict_car4),1,1,1
Stay in conflict_car3 until reaching conflict_car4,(Until conflict_car3 conflict_car4),(Until conflict_car3 conflict_car4),1,1,1
conflict_car3 must hold true until conflict_car4 occurs,(Until conflict_car3 conflict_car4),(Until conflict_car3 conflict_car4),1,1,1
Remain in conflict_car3 and stop only when conflict_car4 happens,(Until conflict_car3 conflict_car4),(WeakUntil conflict_car3 conflict_car4),1,1,0
